S,Year Makes: 134 Models: 902,Nickname,Ordinal,Year,Makes: 134,Models: 902,Special Access,DLC Pack,Special Reward/Gift,Direct Access,Car Value,Rarity,FE Boost,Car Type,Spec,Class,PI,S,H,A,L,B,O,HP,T,Wt,Wt / HP,%,Displ cc,Aspiration,Engine,Cylinders,Eng,Drive,F Tire,R Tire,Track Width,Aero or kit Options,Engine Conversions (hp),Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,MM VIN,FH5 Debut,Forza Debut,Latest game,New to Forza,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,FM3,FM2,FM1,# Titles,Xbox gen,
FALSE,1997 Lotus Elise GT1,Lotus Elise GT1,2825,1997,Lotus,Elise GT1,"Autoshow, WS",,,,"1,800,000",Legendary,,Retro Supercars,Race,A,794,6.4,8.1,5.6,3.4,7.1,4.6,350,295,2425,6.93,42,3506,TT,V,8,M,RWD,,345,Both,Adjustable,"510, 602",none,eng,Europe,U.K.,,,2,R,4,,CS,4.000,9.600,11.933,175.8,107.5,248.9,1.25,1.52,5.600,12864,05-Nov-21,16-Jan-18,FH5,FM7,FH5,Barn,DLC,,,,,,,,,,3,XBO,1
FALSE,1980 Lotus Esprit Turbo,Lotus Esprit '80,1334,1980,Lotus,Esprit Turbo,Seasonal,Series 34 cu,,,"250,000",Rare,,Retro Supercars,Factory,C,538,5.3,4.3,3.5,1.5,2.8,5.6,205,194,2174,10.60,44,2174,T,Inline,4,M,RWD,195/60R15,235/60R15,Both,Forza,"321, 212, 327, 526, 300",none,eng,Europe,U.K.,,,2,R,4,,,6.600,19.500,,145.6,150.8,386.5,0.88,0.88,12.900,11796,06-Jun-24,14-Oct-11,FH5,FM4,cu,,,,,,,,FM4,,,,2,XBO,1
FALSE,1971 Lotus Elan Sprint,Lotus Elan,330,1971,Lotus,Elan Sprint,"Autoshow, WS",,,,"57,000",Common,,Classic Sports Cars,Factory,D,443,4.6,4.0,3.5,2.5,2.4,4.9,126,113,1640,13.02,47,1558,NA,Inline,4,F,RWD,,155,Front,Forza,"321, 212, 300",T,stock,Europe,U.K.,,,2,R,4,,"DVG, MM, ?BRG",8.400,26.522,16.000,126.7,167.9,415.3,0.81,0.80,18.122,11105,05-Nov-21,03-May-05,FH5,FM1,FH5,FH4,FM7,,FM6,,FM5,Uni,FM4,FM3,FM2,FM1,10,XBO,1
FALSE,1976 Lotus #5 Team Lotus 77,#5 Lotus 77,,1976,Lotus,#5 Team Lotus 77,,,,,,,,Formula 70s,Race,P,921,6.5,8.0,9.8,,7.9,,465,260,1279,2.75,35,,NA,V,8,M,RWD,,415,,,none,none,stock,Europe,U.K.,,Yes,1,C,4,,,2.500,5.500,9.700,176.8,79.2,192.9,1.60,1.98,3.000,12372,,15-Sep-15,FM7,FM6,,,FM7,,FM6,,,,,,,,2,XBO,0
FALSE,2023 Lucid Air Sapphire,Lucid Air,3811,2023,Lucid Air,Sapphire,"Backstage, Seasonal",Series 27 cu,,,"250,000",Rare,,Super Saloons,Factory,S1,884,7.2,5.4,9.1,10.0,6.2,4.9,1247,1411,5298,4.25,50,E,E,E,E,F,AWD,265/35R20,295/30R21,Both,Forza,none,none,E,N. America,U.S.,,,4,L,4,,,1.862,3.847,,205.4,94.6,232.9,1.06,1.09,1.985,13441,23-Nov-23,23-Nov-23,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,1967 Lotus Type 49,Lotus Type 49,,1967,Lotus,Type 49,,,,,,,,Open Wheel Legends,Race,S,775,8.1,5.8,8.8,,5.5,,404,258,1105,2.74,44,,NA,V,8,M,RWD,,265,,,none,none,stock,Europe,U.K.,,Yes,1,C,4,,,3.800,7.200,10.417,217.3,91.9,240.0,1.28,1.26,3.400,12113,,01-Jul-14,FM7,FM5,,,FM7,,FM6,,DLC,,,,,,3,XBO,0
FALSE,1965 Lotus #1 Team Lotus Type 40,,,1965,Lotus,#1 Team Lotus Type 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,U.K.,,,,,,,,,,,,,,,,.000,13440,,16-Nov-23,FM,FM,,,,,,,,,,,,,0,XBO,0
FALSE,1956 Lotus Eleven,Lotus Eleven,,1956,Lotus,Eleven,,,,,"140,000",Rare,,Classic Racers,Race,C,553,5.7,5.7,5.3,6.3,5.2,,83,74,1079,13.00,54,1098,NA,Inline,4,F,RWD,,175,no,Forza,"212, 300, 475","T, PDS",stock,Europe,U.K.,,Yes,2,R,4,,,9.000,22.000,16.000,133.4,182.2,437.2,0.80,0.79,13.000,11919,,03-Jul-12,FH4,FM4,,FH4,FM7,FH3,FM6,FH2,DLC,,DLC,,,,7,XBO,0
FALSE,2022 Lynk & Co 02 Hatchback,Lynk & Co 02 HB,3788,2022,Lynk & Co,02 Hatchback,Seasonal,Series 30 cu,,,"250,000",Rare,,Hot Hatch,Factory,B,637,5.6,4.6,3.7,4.6,4.0,5.4,251,258,3483,13.88,63,1969,T,Inline,4,F,FWD,245/40R19,245/40R19,Both,Forza,"300, 850",none,,Asia,China,,,5,L,4,,,6.434,153.800,,153.8,132.7,339.1,0.92,0.95,147.366,13455,15-Feb-24,15-Feb-24,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,2022 Lynk & Co 05+,Lynk & Co 05+,3787,2022,Lynk & Co,05+,DLC Autoshow,FH5 Chinese,Free w/DLC,,"42,000",Rare,,Sports Utility Heroes,Factory,B,622,6.0,4.9,4.3,5.7,4.1,6.3,261,280,3964,15.19,60,1969,T,Inline,4,F,AWD,255/40R20,255/40R20,Both,Forza,"300, 850",none,eng,Asia,China,,,5,L,4,,,6.519,16.500,,161.8,128.4,323.2,0.91,0.96,9.981,13449,30-Jan-24,30-Jan-24,FH5,FH5,DLC,,,,,,,,,,,,1,XBO,1
FALSE,2021 Lynk & Co 03+,Lynk & Co 03+,3677,2021,Lynk & Co,03+,Autoshow,Series 12 cu,,,"250,000",Rare,,Super Saloons,Factory,B,679,6.0,6.3,3.7,6.8,4.2,5.4,251,258,3560,14.18,60,1969,T,Inline,4,F,AWD,,245,Both,Widebody kit,"300, 850",none,eng,Asia,China,,,4,L,4,,,5.900,15.300,,163.3,132.0,332.2,0.95,1.01,9.400,13327,29-Sep-22,29-Sep-22,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,2020 Lynk & Co #100 Cyan Racing 03,#100 Lynk&Co 03,3552,2020,Lynk & Co,#100 Cyan Racing 03,Seasonal,Series 14 cu,,,"250,000",Rare,,Track Toys,Race,A,800,5.5,7.4,5.0,2.0,8.4,4.7,340,312,2910,8.56,62,1969,T,Inline,4,F,FWD,,265,no,Adjustable,"300, 850",none,eng,Asia,China,,,4,L,4,,,5.221,10.900,,152.9,86.8,190.7,1.61,1.95,5.679,13329,10-Nov-22,10-Nov-22,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,2017 Maserati Levante S,Maserati Levante,2865,2017,Maserati,Levante S,"Autoshow, WS",,,,"85,000",Common,,Sports Utility Heroes,Factory,B,696,6.6,5.0,5.1,2.4,4.3,6.4,424,427,4649,10.96,50,2979,TT,V,6,F,AWD,,295,Both,Forza,"602, 660, 805, 562v8",none,eng,Europe,Italy,,,5,L,4,,Heavy,5.100,12.300,12.700,180.3,120.9,309.4,0.92,0.91,7.200,12887,05-Nov-21,19-Apr-18,FH5,FM7,FH5,cu,DLC,,,,,,,,,,3,XBO,1
FALSE,2020 Lynk & Co #62 Cyan Racing 03,,,2020,Lynk & Co,#62 Cyan Racing 03,,,,,,,,,Race,,,,,,,,,,,,,,,,,,,,,,,,,,,N. America,U.S.,,,,,,,,,,,,,,,,.000,13410,,05-Oct-23,FM,FM,,,,,,,,,,,,,0,XBO,0
FALSE,2010 Maserati Gran Turismo S,Maserati GT-S,1304,2010,Maserati,Gran Turismo S,"Autoshow, WS",,,,"156,000",Epic,,GT Cars,Factory,A,702,6.9,6.0,5.4,4.8,4.5,5.0,432,361,4146,9.60,47,4691,NA,V,8,F,RWD,,285,no,Forza,"510, 602, 805","TT, CS",stock,Europe,Italy,,,2,L,4,,,4.585,11.500,13.067,187.8,126.9,317.7,0.94,0.97,6.915,11797,05-Nov-21,14-Oct-11,FH5,FM4,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,,,,9,XBO,1
FALSE,2014 Maserati #35 M.Calamia Swiss Team MC Trofeo,#35 Maserati MC,,2014,Maserati,#35 M.Calamia Swiss Team MC Trofeo,,,,,,,,Forza GT,Race,S,779,7.1,6.7,8.4,,6.5,,488,376,3086,6.32,51,,NA,V,8,F,RWD,,325,,,none,none,stock,Europe,Italy,,,2,L,4,,,3.900,8.000,11.850,192.1,122.8,285.1,1.40,1.52,4.100,12410,,03-Nov-15,FM7,FM6,,,FM7,,DLC,,,,,,,,2,XBO,0
FALSE,2014 Maserati Ghibli S F&F Edition,,,2014,Maserati,Ghibli S F&F Edition,,,,,,,,Super Saloons,Tuner,S1,900,7.9,7.8,8.7,,,,618,619,3990,6.46,50,2979,,,,F,RWD,,,,,,,,Europe,Italy,,,4,L,4,,,4.737,,,212.5,,,,,,12219,,07-Apr-15,FH2,FH2,,,,,,DLC,,,,,,,1,XBO,0
FALSE,2014 Maserati Ghibli S Q4,Ghibli '14,,2014,Maserati,Ghibli S Q4,Exclusive,,,,"250,000",Legendary,,Super Saloons,Factory,A,737,7.3,6.1,7.2,9.0,6.1,,404,405,4123,10.21,51,2979,TT,V,6,F,AWD,,285,Both,Forza,"432, 660, 756",none,eng,Europe,Italy,,,4,L,4,,,4.700,12.000,12.633,184.0,164.9,389.0,0.89,0.91,7.300,12374,,15-Sep-15,FH4,FM6,,cu,FM7,FH3,FM6,,,,,,,,4,XBO,0
FALSE,2011 Maserati Quattroporte Sport GT S,,,2011,Maserati,Quattroporte Sport GT S,,,,,,,,Sedan,Factory,B,479,,,,,,,433,361,4387,10.13,,,,,8,F,RWD,,,,,,,,Europe,Italy,,,4,L,4,,,5.200,,,175.8,,,,,,11880,,03-Apr-12,FM4,FM4,,,,,,,,,DLC,,,,1,360,0
FALSE,2010 Maserati Gran Turismo S Forza Edition,Maserati GTS FE,3568,2010,Maserati,Gran Turismo S Forza Edition,"WS, Seasonal",,,,"500,000",FE,Clean Skills,Track Toys,Upgraded,S1,900,7.9,8.9,6.7,7.3,9.6,3.8,603,440,3086,5.12,47,5200,NA,V,8,F,RWD,,325,no,Adjustable,none,TT,stock,Europe,Italy,,,2,L,4,,,4.579,11.500,12.700,214.6,86.3,204.4,1.32,1.52,6.921,12810,05-Nov-21,29-Sep-17,FH5,FM7,FH5,,FE,,,,,,,,,,2,XBO,1
FALSE,2008 Maserati MC12 Versione Corsa,MC12 Corsa '08,3082,2008,Maserati,MC12 Versione Corsa,"Autoshow, WS",,,,"2,500,000",Legendary,,Extreme Track Toys,Race,S2,961,7.6,10.0,8.1,8.8,10.0,3.9,756,523,2646,3.50,41,5998,NA,V,12,M,RWD,,330,Both,Adjustable,"750, 1036",TT,stock,Europe,Italy,,,2,L,4,,HR,3.278,5.779,,210.2,65.5,148.2,1.77,2.21,2.501,11980,05-Nov-21,23-Oct-12,FH5,FH1,FH5,cu,,,,,,FH1,,,,,3,XBO,1
FALSE,2010 Maserati GranTurismo MC GT4,,,2010,Maserati,GranTurismo MC GT4,,,,,,,,Super,Race,S,674,,,,,,,433,361,3086,7.13,,,,,8,F,RWD,,23,,,,,,Europe,Italy,,,2,L,4,,,4.084,,,186.5,,,,,,11840,,06-Dec-11,FM4,FM4,,,,,,,,,DLC,,,,1,360,0
FALSE,2008 Maserati GranTurismo,,,2008,Maserati,GranTurismo,,,,,,,,Coupe,Factory,B,435,,,,,,,405,339,4350,10.74,,,,,8,F,RWD,,,,,,,,Europe,Italy,,,2,L,4,,,4.700,11.716,,,,,,,,11411,,18-Mar-08,FM3,FM2,,,,,,,,,,FM3,DLC,,2,360,0
FALSE,1939 Maserati 8CTF,Maserati 8CTF,2068,1939,Maserati,8CTF,Seasonal,Series 2 cu,,,"10,000,000",Legendary,,Vintage Racers,Race,B,657,6.7,3.9,3.8,3.2,2.9,4.0,360,332,1764,4.90,55,2991,PDS,Inline,8,F,RWD,,190,none,none,375,none,no,Europe,Italy,,Yes,1,C,4,,HR,4.465,9.943,11.950,178.6,167.6,409.3,0.87,0.86,5.478,12107,09-Dec-21,09-Jun-14,FH5,FM5,cu,FH4,FM7,,FM6,,DLC,,,,,,5,XBO,1
FALSE,2006 Maserati GranSport,,,2006,Maserati,GranSport,,,,,,,,Sports,Factory,B,477,,,,,,,396,333,3692,9.32,,,,,8,F,RWD,,,,,,,,Europe,Italy,,,2,L,4,,,4.800,,,179.1,,,,,,11301,,29-May-07,FM4,FM2,,,,,,,,,FM4,FM3,FM2,,3,360,0
FALSE,2006 Maserati MC12 Corsa,,,2006,Maserati,MC12 Corsa,,,,,,,,,Factory,U,999,,,,,,,,,,#DIV/0!,,,,,,M,RWD,,,,,,,,Europe,Italy,,,2,L,4,,,,,,,,,,,.000,11415,,19-Mar-08,FM2,FM2,,,,,,,,,,,DLC,,1,360,0
FALSE,2005 Maserati #15 JMB Racing MC12,,,2005,Maserati,#15 JMB Racing MC12,,,,,,,,GT1,Race,R2,824,,,,,,,623,480,2425,3.89,,,,,12,M,RWD,,,,,,,,Europe,Italy,,,2,L,4,,,3.500,,,185.5,,,,,,11298,,29-May-07,FM4,FM2,,,,,,,,,FM4,FM3,FM2,,3,360,0
FALSE,2005 Maserati #35 Risi Competizione MC12,,,2005,Maserati,#35 Risi Competizione MC12,,,,,,,,GT1,Livery,R2,842,,,,,,,623,,2425,3.89,,,,,12,M,RWD,,,,,,,,Europe,Italy,,,2,L,4,,,,,,,,,,,,11299,,29-May-07,FM3,FM2,,,,,,,,,,FM3,FM2,,2,360,0
FALSE,2005 Maserati #9 Vitaphone Racing Team MC12,,,2005,Maserati,#9 Vitaphone Racing Team MC12,,,,,,,,GT1,Livery,R2,845,,,,,,,624,,2425,3.89,,,,,12,M,RWD,,,,,,,,Europe,Italy,,,2,L,4,,,,,,,,,,,,11300,,29-May-07,FM3,FM2,,,,,,,,,,FM3,FM2,,2,360,0
FALSE,2004 Maserati MC12,Maserati MC12,,2004,Maserati,MC12,,,,,"1,000,000",Epic,,Retro Super Cars,Factory,S1,861,8.4,8.0,7.5,9.1,8.3,,624,480,3142,5.04,41,5998,NA,V,12,M,RWD,,245,no,Forza,750,TT,stock,Europe,Italy,,,2,L,4,,CS,3.700,7.800,11.300,219.6,128.1,306.8,1.02,1.16,4.100,11302,,29-May-07,FH4,FM2,,FH4,FM7,FH3,FM6,FH2,DLC,,FM4,FM3,FM2,,9,XBO,0
FALSE,2004 Maserati MC12 Forza Edition,MC12 FE,,2004,Maserati,MC12 Forza Edition,Exclusive,,,,"1,250,000",FE,Speed Skills,Extreme Track Toys,Upgraded,S2,945,8.4,10.0,8.8,9.9,10.0,,624,480,3142,5.04,41,5998,NA,V,12,M,RWD,,345,no,FE Preset,"700V, 750",TT,stock,Europe,Italy,,,2,L,4,,CS,3.700,7.800,,220.0,98.6,224.4,1.49,1.80,4.100,12997,,28-Sep-18,FH4,FH4,,FE,,,,,,,,,,,1,XBO,0
FALSE,1997 Maserati Ghibli Cup,Ghibli '97,,1997,Maserati,Ghibli Cup,,,,,,,,Early Sport Touring,Factory,C,481,6.7,4.7,7.3,,4.4,,326,273,3009,9.23,54,,TT,V,6,F,RWD,,245,,,"415, 562, 562",none,eng,Europe,Italy,,,2,L,4,,,5.600,13.400,13.367,180.1,139.0,352.3,1.10,1.05,7.800,11907,,05-Jun-12,FM7,FM4,,,FM7,,FM6,,,,DLC,,,,3,XBO,0
FALSE,1961 Maserati Tipo 61 Birdcage,Maserati Tipo 61,,1961,Maserati,Tipo 61 Birdcage,,,,,"2,400,000",Legendary,,Classic Racers,Race,A,747,7.0,5.9,6.3,8.0,5.7,,250,228,1323,5.29,50,2890,NA,Inline,4,F,RWD,,195,no,Forza,300,"T, PDS",stock,Europe,Italy,,Yes,2,R,4,,"OR, CS, HR, SS",3.900,9.230,11.933,174.5,152.0,383.5,0.82,0.81,5.330,12084,,07-Jan-14,FH4,FM5,,FH4,FM7,FH3,FM6,FH2,DLC,,,,,,6,XBO,0
FALSE,1957 Maserati 250F,,,1957,Maserati,250F,,,,,,,,The Birth of Grand Prix,Race,B,598,6.6,5.0,8.4,,4.6,,315,221,1668,5.30,48,,NA,V,12,F,RWD,,,,,,,stock,Europe,Italy,,Yes,1,C,4,,,4.282,8.882,,180.2,108.2,281.1,1.14,1.11,4.600,12846,,07-Nov-17,FM7,FM7,,,DLC,,,,,,,,,,1,XBO,0
FALSE,1957 Maserati 300 S,Maserati 300 S,,1957,Maserati,300 S,,,,,"6,000,000",Legendary,,Classic Racers,Race,B,668,6.2,5.3,5.8,7.0,4.7,,260,247,2120,8.15,52,2991,NA,Inline,6,F,RWD,,205,no,Forza,"321, 300","T, PDS",stock,Europe,Italy,,Yes,2,R,4,,HR,4.200,12.000,15.533,149.2,184.6,469.0,0.78,0.77,7.800,11839,,06-Dec-11,FH4,FM4,,FH4,FM7,FH3,FM6,DLC,,,DLC,,,,6,XBO,0
FALSE,1953 Maserati A6GCS/53 PininFarina Berlinetta,Maserati A6GCS,,1953,Maserati,A6GCS/53 PininFarina Berlinetta,,,,,"2,000,000",Legendary,,Rare Classics,Factory,D,486,5.5,4.8,4.7,5.1,4.6,,170,135,1984,11.67,51,1986,NA,Inline,6,F,RWD,,185,no,Forza,"321, 300",PDS,stock,Europe,Italy,,,2,L,4,,HR,6.800,17.600,15.917,129.3,197.6,481.7,0.75,0.74,10.800,12599,,23-Sep-16,FH4,FH3,,FH4,FM7,FH3,,,,,,,,,3,XBO,0
FALSE,2022 Mazda MX-5 Miata RF,Mazda MX-5 RF,3823,2022,Mazda,MX-5 Miata RF,"Backstage, Seasonal",Series 36 cu,,,"250,000",Epic,,Modern Sports Cars,Factory,B,626,5.3,5.0,4.8,4.8,3.8,5.4,181,151,2452,13.55,51,1997,NA,Inline,4,F,RWD,205/45R17,205/45R17,Both,RB WB,"321, 415, 300, 805, 690","T, PDS, CS",stock,Asia,Japan,Miata,Toggle,2,L,4,,,6.800,16.900,,146.3,145.7,357.8,0.94,0.99,10.100,,16-Jul-24,16-Jul-24,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,2016 Mazda MX-5,Mazda MX-5 '16,2267,2016,Mazda,MX-5,"Autoshow, WS",,,,"35,000",Common,,Modern Sports Cars,Factory,B,620,5.4,5.6,4.6,4.7,3.7,5.1,155,148,2310,14.90,50,1997,NA,Inline,4,F,RWD,,205,Both,Forza,"321, 415, 300, 690","T, PDS, CS",stock,Asia,Japan,Miata,Yes,2,L,4,,"OT, ?SS",6.000,16.800,14.800,148.6,144.0,356.3,0.95,0.98,10.800,12212,05-Nov-21,17-Mar-15,FH5,FH2,FH5,FH4,FM7,FH3,FM6,DLC,,,,,,,6,XBO,1
FALSE,2017 Mazda MX-5 Cup,,,2017,Mazda,MX-5 Cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia,Japan,,,,,,,,,,,,,,,,.000,13442,,23-Nov-23,FM,FM,,,,,,,,,,,,,0,XBO,0
FALSE,2013 Mazda MX-5,Mazda MX-5 '13,1667,2013,Mazda,MX-5,"Autoshow, WS",,,,"26,000",Common,,Modern Sports Cars,Factory,C,549,4.8,5.4,3.9,3.4,3.4,5.1,167,140,2593,15.53,51,1999,NA,Inline,4,F,RWD,,205,Both,Forza,"321, 415, 300, 805, 690","T, PDS, CS",stock,Asia,Japan,Miata,,2,L,4,,DD,6.100,17.300,14.700,131.2,148.5,366.4,0.92,0.95,11.200,12075,05-Nov-21,22-Nov-13,FH5,FM5,FH5,FH4,FM7,FH3,FM6,FH2,FM5,,,,,,7,XBO,1
FALSE,2016 Mazda MX-5 Forza Edition,Mazda MX-5 FE,,2016,Mazda,MX-5 Forza Edition,,,,,,,,Sport Compact,Upgraded,B,517,5.2,5.6,7.3,,5.5,,203,194,2061,10.15,50,,NA,Inline,4,F,RWD,,,,,,,stock,Asia,Japan,Miata,,2,L,4,,,6.021,17.300,,139.9,121.9,301.8,1.23,1.24,11.279,12811,,29-Sep-17,FM7,FM7,,,FE,,,,,,,,,,1,XBO,0
FALSE,2016 Mazda MX-5 Pringles Edition,,,2016,Mazda,MX-5 Pringles Edition,DLC promo,,,,,,,Compact Sport Coupe,Livery,,,5.3,4.8,6.4,,4.5,,155,148,2310,14.90,50,,NA,Inline,4,F,RWD,,,,,,,stock,Asia,Japan,Miata,Yes,2,L,4,,,6.000,17.317,,139.6,129.2,317.1,1.12,1.08,11.317,12406,,17-Oct-15,FM6,FM6,,,,,DLC,,,,,,,,1,XBO,0
FALSE,2016 Mazda Team Forza MX-5,Mazda MX-5 TF,,2016,Mazda,Team Forza MX-5,DLC promo,,,,,,,Compact Sport Coupe,Livery,,,5.0,5.2,6.7,,5.0,,165,155,2310,14.00,50,,NA,Inline,4,F,RWD,,,,,,,stock,Asia,Japan,Miata,Yes,2,L,4,,,6.000,16.819,,132.2,125.6,303.9,1.15,1.20,10.819,12306,,10-Sep-15,FM6,FM6,,,,,DLC,,,,,,,,1,XBO,0
FALSE,2015 Mazda Formula Mazda,Formula Mazda,,2015,Mazda,Formula Mazda,,,,,,,,Formula Mazda Spec,Race,S,714,5.5,6.9,8.3,,6.8,,180,159,1254,6.97,45,,NA,Rotary,2R,M,RWD,,255,,,none,none,stock,Asia,Japan,,Yes,1,C,4,no,,3.950,9.620,11.983,149.4,102.9,249.8,1.41,1.64,5.670,12423,,05-Jan-16,FM7,FM6,,,FM7,,DLC,,,,,,,,2,XBO,0
FALSE,2014 Mazda #70 SpeedSource Lola B12/80,#70 Mazda B12/80,,2014,Mazda,#70 SpeedSource Lola B12/80,,,,,,,,Forza P2,Race,P,955,6.8,8.9,9.2,,8.8,,450,550,2102,4.67,46,,TT,Inline,4,M,RWD,,325,,,none,none,no,Asia,Japan,,,2,C,4,,,3.000,6.000,10.783,181.4,95.5,212.2,1.70,2.47,3.000,12411,,03-Nov-15,FM7,FM6,,,FM7,,DLC,,,,,,,,2,XBO,0
FALSE,2013 Mazda #7 Andretti Autosport USF2000,,,2013,Mazda,#7 Andretti Autosport USF2000,,,,,,,,? none,Race,,,,,,,,,170,140,1190,7.00,,1989,NA,Inline,4,M,RWD,,,,,,,,Asia,Japan,,Yes,1,C,4,,,4.000,,,145.0,,,,,,12114,,01-Jul-14,FM5,FM5,,,,,,,DLC,,,,,,1,XBO,0
FALSE,2011 Mazda RX-8 R3,Mazda RX-8,1392,2011,Mazda,RX-8 R3,"Autoshow, WS",,,,"27,000",Rare,,Modern Sports Cars,Factory,B,624,5.8,5.5,4.6,3.8,3.7,5.1,232,159,3065,13.21,52,1308,NA,Rotary,2R,F,RWD,,225,Both,Aftermarket,"300, 690","T, CS",stock,Asia,Japan,RX,,2,L,4,,,5.900,15.900,14.100,155.6,146.8,358.9,0.93,0.95,10.000,11841,05-Nov-21,06-Dec-11,FH5,FM4,FH5,FH4,FM7,FH3,FM6,FH2,FM5,,DLC,,,,8,XBO,1
FALSE,2013 Mazda MX-5 Cup,Mazda MX-5 Cup,,2013,Mazda,MX-5 Cup,,,,,,,,Mazda MX-5 Cup Spec,Race,D,382,5.1,5.3,6.2,,5.1,,167,140,2420,14.49,52,,NA,Inline,4,F,RWD,,,,,,,stock,Asia,Japan,Miata,Yes,2,L,4,,,6.100,17.316,,131.7,135.1,336.8,1.20,1.16,11.216,12102,,30-May-14,FM7,FM5,,,FM7,,FM6,,DLC,,,,,,3,XBO,0
FALSE,2011 Mazda 2,,,2011,Mazda,2,,,,,,,,City,Factory,E,202,,,,,,,102,101,2116,20.75,,,,,4,F,FWD,,,,,,,,Asia,Japan,,,5,L,4,,,9.700,,,118.2,,,,,,11654,,03-Jul-10,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2005 Mazda Mazdaspeed MX-5,Mazda MX-5 '05,2171,2005,Mazda,Mazdaspeed MX-5,"Autoshow, WS",,,,"25,000",Common,,Retro Sports Cars,Factory,C,587,5.1,5.5,3.4,3.8,3.5,4.6,178,166,2529,14.21,52,1839,T,Inline,4,F,RWD,,205,Both,Forza,"321, 415, 300, 805, 690",none,eng,Asia,Japan,Miata,Yes,2,L,4,,"OT, ?RPC, SS",6.700,18.300,14.450,140.1,146.2,356.3,0.92,0.95,11.600,12211,05-Nov-21,17-Mar-15,FH5,FH2,FH5,FH4,FM7,FH3,FM6,DLC,,,,,,,6,XBO,1
FALSE,2010 Mazda #16 Dyson Racing B09/86,,,2010,Mazda,#16 Dyson Racing B09/86,,,,,,,,Forza P2,Race,R1,958,,,,,,,525,406,1819,3.46,,,,,4,M,RWD,,,,,,,,Asia,Japan,,,2,R,4,,,3.100,,,196.1,,,,,,11798,,14-Oct-11,FM4,FM4,,,,,,,,,FM4,,,,1,XBO,0
FALSE,2010 Mazda #16 Mazda Racing B09/86,#16 Mazda B09/86,,2010,Mazda,#16 Mazda Racing B09/86,,,,,,,,Forza P2,Race,P,939,7.0,8.4,9.2,,8.4,,525,406,1973,3.76,45,,T,Inline,4,M,RWD,,310,,,none,none,no,Asia,Japan,,,2,R,4,,,3.100,5.700,10.633,187.7,100.2,221.5,1.63,2.25,2.600,12812,,29-Sep-17,FM7,FM7,,,FM7,,,,,,,,,,1,XBO,0
FALSE,2010 Mazda 3 Traffic,,,2010,Mazda,3 Traffic,Horizon Promo,,,,,,,,Traffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13208,,04-Nov-21,FH5,FH5,HP,,,,,,,,,,,,1,XBO,0
FALSE,2010 Mazda Mazdaspeed 3,Mazda 3,,2010,Mazda,Mazdaspeed 3,,,,,,,,Modern Hot Hatch,Factory,D,383,5.9,4.9,6.9,,4.1,,263,280,3221,12.25,62,2260,T,Inline,4,F,FWD,,225,,,,,no,Asia,Japan,,,5,L,4,,,5.900,14.400,14.300,158.6,158.2,357.4,1.04,1.00,8.500,11644,,08-Jun-10,FM7,FM3,,,FM7,FH3,FM6,DLC,FM5,,FM4,DLC,,,7,XBO,0
FALSE,2010 Mazda MX-5 Super20,Mazda MX-5 '10,,2010,Mazda,MX-5 Super20,,,,,,,,Sport Compact,Factory,C,484,5.6,5.2,7.2,,5.0,,225,180,2586,11.49,52,,PDS,Inline,4,F,RWD,,,,,,,eng,Asia,Japan,Miata,,2,L,4,,,5.200,13.580,,152.0,129.9,319.6,1.18,1.14,8.380,12214,,17-Mar-15,FM7,FH2,,,FM7,,,cu,,,,,,,2,XBO,0
FALSE,2010 Mazda MX-5 Superlight,,,2010,Mazda,MX-5 Superlight,,,,,,,,Roadster,Factory,D,323,,,,,,,125,123,2194,17.55,,,,,4,F,RWD,,,,,,,,Asia,Japan,,Yes,2,L,4,,,8.900,,,136.8,,,,,,11622,,09-Apr-10,FH1,FM3,,,,,,,,Uni,FM4,DLC,,,3,360,0
FALSE,2009 Mazda #16 Dyson Racing B09/86,,,2009,Mazda,#16 Dyson Racing B09/86,,,,,,,,P2,Race,R1,958,,,,,,,525,406,1819,3.46,,,,,4,M,RWD,,,,,,,,Asia,Japan,,,2,R,4,,,3.100,,,195.9,,,,,,11537,,27-Oct-09,FM4,FM3,,,,,,,,,FM4,FM3,,,2,360,0
