"","Year Make Model","Nickname","Ordinal","Votes","Topic","Tags","Link","Year","Make","Model","Special Access","DLC Pack","Car Type","Spec","Class","PI","Aspiration","Engine","Cylinders","Eng","Drive","Region","Country","Model Family","Open Top","Doors","Steering","Wheels","FH5 Debut","Forza Debut","New to Forza","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","FM4","FM3","FM2","FM1","# Titles",""
"FALSE","","Audi R8 5.2 TF","","","","","","2013","Audi","Team Forza R8 Coupe V10 plus 5.2 FSI quattro","DLC promo","","Exotic GT","Upgraded","","","NA","V","10","M","AWD","Europe","Germany","","","2","L","4","","30-Sep-14","FH2","","","","","DLC","DLC","","","","","","","2",""
"FALSE","","","","","","","","2013","Audi","Team Forza RS 7 Sportback","DLC promo","","Executive Heavyweights","Upgraded","","","TT","V","8","F","AWD","Europe","Germany","","","","L","4","","30-Sep-14","FH2","","","","","DLC","DLC","","","","","","","2",""
"FALSE","","BMW M5 TF","","","","","","2012","BMW","Team Forza M5","DLC promo","","Executive Heavyweights","Upgraded","","","TT","V","8","F","RWD","Europe","Germany","M5","","5","L","4","","30-Sep-14","FH2","","","","","DLC","DLC","","","","","","","2",""
"FALSE","","","","","","","","2012","Dodge","Challenger SRT8 392 (Day One livery)","DLC promo","","Modern Muscle Cars","Livery","A","746","","","","F","RWD","N. America","U.S.","","","2","L","4","","30-Sep-14","FH2","","","","","","DLC","","","","","","","1",""
"FALSE","","Ferrari 458 TF","","","","","","2009","Ferrari","Team Forza 458 Italia","DLC promo","","Exotic GT","Upgraded","","","NA","V","8","M","FWD","Europe","Italy","Ferrari V8","","2","L","4","","30-Sep-14","FH2","","","","","DLC","DLC","","","","","","","2",""
"FALSE","","","","","","","","2014","Ford","Fiesta ST (Day One livery)","DLC promo","","Modern Rally","Livery","B","602","","","","F","FWD","N. America","U.S.","","","5","L","4","","30-Sep-14","FH2","","","","","","DLC","","","","","","","1",""
"FALSE","","Honda NSX-R TF","","","","","","2005","Honda","Team Forza NSX-R","DLC promo","","Modern Sport Legends","Upgraded","","","NA","V","6","M","RWD","Asia","Japan","","","2","R","4","","30-Sep-14","FH2","","","","","DLC","DLC","","","","","","","2",""
"FALSE","","Huracan TF","","","","","","2014","Lamborghini","Team Forza Huracan LP 610-4","DLC promo","","Exotic GT","Upgraded","","","NA","V","10","M","AWD","Europe","Italy","","","2","L","4","","30-Sep-14","FH2","","","","","DLC","DLC","","","","","","","2",""
"FALSE","","Lamborghini Urus","","","","","","2014","Lamborghini","Urus concept","","","Sports Utility Heroes","Factory","A","774","TT","V","8","F","AWD","Europe","Italy","","","5","L","4","","30-Sep-14","FH2","","FH4","FM7","FH3","FM6","DLC","","","","","","","5",""
"FALSE","","McLaren P1 TF","","","","","","2013","McLaren","Team Forza P1","DLC promo","","Modern Hypercar","Upgraded","","","TT","V","8","M","RWD","Europe","U.K.","","","2","L","4","","30-Sep-14","FH2","","","","","DLC","DLC","","","","","","","2",""
"FALSE","","","","","","","","2013","Mercedes-Benz","A45 AMG (Day One livery)","DLC promo","","Super Hot Hatch","Livery","B","700","","","","F","AWD","Europe","Germany","","","5","L","4","","30-Sep-14","FH2","","","","","","DLC","","","","","","","1",""
"FALSE","","Mercury Coupe","","","","","","1949","Mercury","Coupe","","","Rods and Customs","Factory","D","158","NA","V","8","F","RWD","N. America","U.S.","","","2","L","4","","30-Sep-14","FH2","","FH4","FM7","FH3","FM6","DLC","","","","","","","5",""
"FALSE","","Fairlady Z TF","","","","","","2003","Nissan","Team Forza Fairlady Z","DLC promo","","Japanese Street Kings","Upgraded","","","NA","V","6","F","RWD","Asia","Japan","Fairlady","","2","R","4","","30-Sep-14","FH2","","","","","DLC","DLC","","","","","","","2",""
"FALSE","","Ram Runner","","","","","","2013","Ram","Ram Runner","","","Modern Offroaders","Factory","E","288","NA","V","8","F","AWD","N. America","U.S.","","","4","L","4","","30-Sep-14","FH2","","","FM7","FH3","FM6","FH2","","","","","","","4",""
"FALSE","","Viper GTS TF","","","","","","2013","SRT","Team Forza Viper GTS","DLC promo","","Sport GT","Upgraded","","","NA","V","10","F","RWD","N. America","U.S.","Viper","","2","L","4","","30-Sep-14","FH2","","","","","DLC","DLC","","","","","","","2",""
"FALSE","","","","","","","","2014","Tesla","Model S","DLC store","","Super Saloons","Factory","A","746","E","E","","R","RWD","N. America","U.S.","","","","L","4","","30-Sep-14","FH2","","","","","","DLC","","","","","","","1",""
"FALSE","","Ford Mustang '15","","","","","","2015","Ford","Mustang GT","","","Sport Touring","Factory","B","517","NA","V","8","F","RWD","N. America","U.S.","Mustang","","2","L","4","","12-Aug-14","FM5","","","FM7","","FM6","cu","cu","","","","","","4",""
"FALSE","","Infiniti Q50","","","","","","2014","Infiniti","Q50 Eau Rouge","","","Super Saloons","Factory","A","783","TT","V","6","F","AWD","N. America","U.S.","","","4","L","4","","12-Aug-14","FM5","","FH4","FM7","FH3","FM6","","cu","","","","","","5",""
"FALSE","","","","","","","","2014","Infiniti","Q50S","","","Executive Sport","Factory","C","423","NA","V","6","F","RWD","N. America","U.S.","","","4","L","4","","12-Aug-14","FM5","","","","","","","cu","","","","","","1",""
"FALSE","","","","","","","","2014","Renault","Spark SRT_01E","","","-","Race","A","692","E","E","","M","RWD","Europe","France","","Yes","1","C","4","","12-Aug-14","FM5","","","","","","","cu","","","","","","1",""
"FALSE","","R-R Wraith","","","","","","2014","Rolls-Royce","Wraith","","","Sport Luxury","Factory","B","529","TT","V","12","F","RWD","Europe","U.K.","","","2","L","4","","12-Aug-14","FM5","","","FM7","FH3","FM6","","cu","","","","","","4",""
"FALSE","","Astra 1.6 '13","","","","","","2013","Vauxhall","Astra 1.6 Tech Line Top Gear Edition","","","Hot Hatchbacks","Factory","","","NA","Inline","4","F","FWD","Europe","U.K.","","","5","R","4","","12-Aug-14","FM5","","","","","FM6","","cu","","","","","","2",""
"FALSE","","AutoUnion Type D","","","","","","1939","Auto Union","Type D","Autoshow","","Vintage Racers","Race","B","675","PDS","V","12","M","RWD","Europe","Germany","","Yes","1","C","4","05-Nov-21","01-Jul-14","FM5","FH5","FH4","FM7","","FM6","","DLC","","","","","","5",""
"FALSE","","Ford F-100","","","","","","1956","Ford","F-100","Barn Find","","Rods and Customs","Factory","D","302","NA","V","8","F","RWD","N. America","U.S.","","","2","L","4","05-Nov-21","01-Jul-14","FH1","FH5","FH4","FM7","FH3","FM6","DLC","DLC","DLC","","","","","8",""
"FALSE","","Lambo Veneno","","","","","","2013","Lamborghini","Veneno","Autoshow, WS","","Hypercars","Factory","S2","910","NA","V","12","M","AWD","Europe","Italy","","","2","L","4","05-Nov-21","01-Jul-14","FM5","FH5","FH4","FM7","FH3","DLC","FH2","DLC","","","","","","7",""
"FALSE","","Toyota Celica '74","","","","","","1974","Toyota","Celica GT","Autoshow, WS","","Classic Sports Cars","Factory","D","315","NA","Inline","4","F","RWD","Asia","Japan","Celica","","2","L","4","05-Nov-21","01-Jul-14","FM5","FH5","cu","","FH3","FM6","FH2","DLC","","","","","","6",""
"FALSE","","Audi S3","","","","","","2015","Audi","S3 Sedan","","","Sport Compact","Factory","C","497","T","Inline","4","F","AWD","Europe","Germany","","","4","L","4","","01-Jul-14","FM5","","","FM7","","FM6","","DLC","","","","","","3",""
"FALSE","","Ferrari 375","","","","","","1952","Ferrari","375","","","The Birth of Grand Prix","Race","A","623","NA","V","12","F","RWD","Europe","Italy","","Yes","1","C","4","","01-Jul-14","FM5","","","FM7","","FM6","","DLC","","","","","","3",""
"FALSE","","Lotus Type 49","","","","","","1967","Lotus","Type 49","","","Open Wheel Legends","Race","S","775","NA","V","8","M","RWD","Europe","U.K.","","Yes","1","C","4","","01-Jul-14","FM5","","","FM7","","FM6","","DLC","","","","","","3",""
"FALSE","","","","","","","","2013","Mazda","#7 Andretti Autosport USF2000","","","? none","Race","","","NA","Inline","4","M","RWD","Asia","Japan","","Yes","1","C","4","","01-Jul-14","FM5","","","","","","","DLC","","","","","","1",""
"FALSE","","#4 Audi 90","","","","","","1989","Audi","#4 Audi 90 quattro IMSA GTO","","","GT Racing Reborn","Race","R","859","T","Inline","5","F","AWD","Europe","Germany","","","4","L","4","","09-Jun-14","FM5","","","FM7","","FM6","","DLC","","","","","","3",""
"FALSE","","Brabham BT24","","","","","","1967","Brabham","BT24","","","Open Wheel Legends","Race","S","774","NA","V","8","M","RWD","Europe","U.K.","","Yes","1","C","4","","09-Jun-14","FM5","","","FM7","","FM6","","DLC","","","","","","3",""
"FALSE","","Formula Ford","","","","","","2013","Ford","Formula Ford EcoBoost 200","","","Formula Ford Spec","Race","S","772","T","Inline","4","M","RWD","N. America","U.S.","","Yes","1","C","4","","09-Jun-14","FM5","","","FM7","","FM6","","DLC","","","","","","3",""
"FALSE","","Mini JCW '12","","","","","","2012","MINI","John Cooper Works GP","Autoshow, WS","","Hot Hatch","Factory","B","628","T","Inline","4","F","FWD","Europe","U.K.","","","3","L","4","05-Nov-21","30-May-14","FM5","FH5","FH4","FM7","FH3","FM6","FH2","DLC","","","","","","7",""
"FALSE","","Alfa Romeo SZ","","","","","","1990","Alfa Romeo","SZ Sprint Zagato","","","Early Sport Touring","Factory","D","369","NA","V","6","F","RWD","Europe","Italy","","","2","L","4","","30-May-14","FM5","","","FM7","","FM6","","DLC","","","","","","3",""
"FALSE","","Bentley Cont '13","","","","","","2013","Bentley","Continental GT Speed","","","GT Cars","Factory","A","774","TT","W","12","F","AWD","Europe","U.K.","","","2","L","4","","30-May-14","FM5","","FH4","FM7","FH3","FM6","FH2","DLC","","","","","","6",""
"FALSE","","","","","","","","2014","Chevrolet","Corvette Stingray","","","Modern GT","Factory","A","797","TT","V","8","F","RWD","N. America","U.S.","","","2","L","4","","30-May-14","FM5","","","","","","FH2","DLC","","","","","","2",""
"FALSE","","FIAT X1/9","","","","","","1975","FIAT","X1/9","Exclusive","","Classic Sports Cars","Factory","D","127","NA","Inline","4","M","RWD","Europe","Italy","","","2","L","4","","30-May-14","FM5","","cu","FM7","FH3","FM6","","DLC","","","","","","5",""
"FALSE","","","","","","","","2013","Infiniti","#77 Schmidt Peterson Motorsports Dallara IPS Indy Lights","","","-","Race","C","423","NA","V","8","M","RWD","N. America","U.S.","","Yes","1","C","4","","30-May-14","FM5","","","","","","","DLC","","","","","","1",""
"FALSE","","Mazda MX-5 Cup","","","","","","2013","Mazda","MX-5 Cup","","","Mazda MX-5 Cup Spec","Race","D","382","NA","Inline","4","F","RWD","Asia","Japan","Miata","Yes","2","L","4","","30-May-14","FM5","","","FM7","","FM6","","DLC","","","","","","3",""
"FALSE","","","","","","","","2013","BMW","M Performance M3 Racing","","","German Touring Cars","Race","","","NA","V","8","F","RWD","Europe","Germany","","","2","L","4","","06-May-14","FM5","","","","","","","DLC","","","","","","1",""
"FALSE","","","","","","","","1977","Ford","Foyt #14 Gilmore Coyote","","","IndyCar 70s","Race","","","T","V","8","M","RWD","N. America","U.S.","","","1","C","4","","10-Apr-14","FM5","","","","","","","DLC","","","","","","1",""
"FALSE","","#66 Chaparral 2E","","","","","","1966","Chaparral","#66 Chaparral Cars 2E","","","Prototype Group Racing","Race","R","841","NA","V","8","M","RWD","N. America","U.S.","","Yes","2","R","4","","01-Apr-14","FM5","","","FM7","","FM6","","DLC","","","","","","3",""
"FALSE","","","","","","","","2013","Holden","#10 Holden Xbox Racing Team Commodore VF","","","V8 Supercars","Race","S","765","NA","V","8","F","RWD","Europe","Australia","","","4","R","4","","01-Apr-14","FM5","","","","","","","DLC","","","","","","1",""
"FALSE","","M-B E63","","","","","","2013","Mercedes-Benz","E 63 AMG","Autoshow, WS","","Super Saloons","Factory","A","751","TT","V","8","F","AWD","Europe","Germany","AMG","","4","L","4","05-Nov-21","04-Mar-14","FM5","FH5","FH4","FM7","FH3","FM6","FH2","DLC","","","","","","7",""
"FALSE","","Ultima GTR 720","","","","","","2012","Ultima","GTR 720","","","Extreme Track Toys","Factory","S2","964","NA","V","8","M","RWD","Europe","U.K.","","","2","L","4","","04-Mar-14","FM5","","","","FH3","FM6","FH2","DLC","","","","","","4",""
"FALSE","","Corvette '95","","","","","","1995","Chevrolet","Corvette ZR-1","Autoshow, WS","","Retro Muscle","Factory","B","693","NA","V","8","F","RWD","N. America","U.S.","Corvette","","2","L","4","05-Nov-21","18-Feb-14","FM5","FH5","FH4","FM7","FH3","FM6","FH2","DLC","","","","","","7",""
"FALSE","","Honda Prelude 94","","","","","","1994","Honda","Prelude Si","Autoshow","","Retro Hot Hatch","Factory","C","521","NA","Inline","4","F","FWD","Asia","Japan","","","2","L","4","05-Nov-21","04-Feb-14","FM5","FH5","cu","FM7","","FM6","","cu","","","","","","5",""
"FALSE","","Honda Civic '84","","","","","","1984","Honda","Civic CRX Mugen","Seasonal","","Retro Hot Hatch","Tuner","D","499","NA","Inline","4","F","FWD","Asia","Japan","Civic","","3","L","4","05-Nov-21","04-Feb-14","FM5","FH5","cu","FM7","","","FH2","cu","","","","","","5",""
"FALSE","","Abarth Punto","","","","","","2013","Abarth","Punto Supersport","","","Modern Hot Hatch","Factory","D","363","T","Inline","4","F","FWD","Europe","Italy","","","3","L","4","","04-Feb-14","FM5","","","FM7","","FM6","FH2","DLC","","","","","","4",""
"FALSE","","Honda Civic '14","","","","","","2014","Honda","Civic Si","","","Sport Compact","Factory","D","339","NA","Inline","4","F","FWD","Asia","Japan","Civic","","2","L","4","","04-Feb-14","FM5","","","FM7","","FM6","","cu","","","","","","3",""
"FALSE","","Caterham R500","","","","","","2013","Caterham","Superlight R500","Autoshow, WS","","Track Toys","Factory","A","786","NA","Inline","4","F","RWD","Europe","U.K.","","Yes","2","L","4","05-Nov-21","07-Jan-14","FM5","FH5","FH4","FM7","FH3","FM6","FH2","DLC","","","","","","7",""
"FALSE","","M-B A45","","","","","","2013","Mercedes-Benz","A 45 AMG","Autoshow, WS","","Super Hot Hatch","Factory","A","707","T","Inline","4","F","AWD","Europe","Germany","AMG","","5","L","4","05-Nov-21","07-Jan-14","FM5","FH5","FH4","FM7","FH3","FM6","FH2","DLC","","","","","","7",""
"FALSE","","Maserati Tipo 61","","","","","","1961","Maserati","Tipo 61 Birdcage","","","Classic Racers","Race","A","747","NA","Inline","4","F","RWD","Europe","Italy","","Yes","2","R","4","","07-Jan-14","FM5","","FH4","FM7","FH3","FM6","FH2","DLC","","","","","","6",""
"FALSE","","Ariel Atom","","","","","","2013","Ariel","Atom 500 V8","Autoshow, WS","","Extreme Track Toys","Factory","S2","924","NA","V","8","M","RWD","Europe","U.K.","","Yes","2","R","4","05-Nov-21","22-Nov-13","FM5","FH5","HTF","FM7","FH3","FM6","FH2","FM5","","","","","","7",""
"FALSE","","Audi R8 '13","","","","","","2013","Audi","R8 Coupe V10 plus 5.2 FSI quattro","Backstage, WS, Seasonal","","Modern Supercars","Factory","S1","802","NA","V","10","M","AWD","Europe","Germany","","","2","L","4","05-Nov-21","22-Nov-13","FM5","FH5","FH4","FM7","FH3","FM6","FH2","FM5","","","","","","7",""
"FALSE","","Audi RS 7","","","","","","2013","Audi","RS 7 Sportback","Autoshow, WS","","Super Saloons","Factory","A","739","TT","V","8","F","AWD","Europe","Germany","","","","L","4","05-Nov-21","22-Nov-13","FM5","FH5","FH4","FM7","","FM6","","FM5","","","","","","5",""
"FALSE","","LaFerrari","","","","","","2013","Ferrari","LaFerrari","Car Collection","","Hypercars","Factory","S2","934","NA","V","12","M","RWD","Europe","Italy","","","2","L","4","05-Nov-21","22-Nov-13","FM5","FH5","FH4","FM7","FH3","FM6","FH2","DLC","","","","","","7",""
"FALSE","","Ford Fiesta '14","","","","","","2014","Ford","Fiesta ST","Autoshow, WS","","Hot Hatch","Factory","B","607","T","Inline","4","F","FWD","N. America","U.S.","","","5","L","4","05-Nov-21","22-Nov-13","FM5","FH5","FH4","FM7","FH3","FM6","FH2","FM5","","","","","","7",""
"FALSE","","Ford Mustang '69","","","","","","1969","Ford","Mustang Boss 302","Autoshow, WS","","Classic Muscle","Factory","C","581","NA","V","8","F","RWD","N. America","U.S.","Mustang","","2","L","4","05-Nov-21","22-Nov-13","FM5","FH5","HTF","FM7","FH3","FM6","FH2","FM5","","","","","","7",""
"FALSE","","Honda S2000","","","","","","2009","Honda","S2000 CR","Autoshow, WS","","Modern Sports Cars","Factory","B","635","NA","Inline","4","F","RWD","Asia","Japan","","","2","L","4","05-Nov-21","22-Nov-13","FM5","FH5","FH4","FM7","FH3","FM6","FH2","FM5","","","","","","7",""
"FALSE","","KTM X-Bow","","","","","","2013","KTM","X-Bow R","Autoshow, WS","","Track Toys","Factory","S1","802","T","Inline","4","M","RWD","Europe","Austria","","Yes","2","L","4","05-Nov-21","22-Nov-13","FM5","FH5","FH4","FM7","FH3","FM6","FH2","FM5","","","","","","7",""
"FALSE","","Mazda MX-5 '13","","","","","","2013","Mazda","MX-5","Autoshow, WS","","Modern Sports Cars","Factory","C","549","NA","Inline","4","F","RWD","Asia","Japan","Miata","","2","L","4","05-Nov-21","22-Nov-13","FM5","FH5","FH4","FM7","FH3","FM6","FH2","FM5","","","","","","7",""
"FALSE","","McLaren P1","","","","","","2013","McLaren","P1","Autoshow, WS","","Hypercars","Factory","S2","928","TT","V","8","M","RWD","Europe","U.K.","","","2","L","4","05-Nov-21","22-Nov-13","FM5","FH5","FH4","FM7","FH3","FM6","FH2","FM5","","","","","","7",""
"FALSE","","Toyota GT86","","","","","","2013","Toyota","86","Autoshow, WS","","Modern Sports Cars","Factory","C","579","NA","Flat","4","F","RWD","Asia","Japan","","","2","R","4","05-Nov-21","22-Nov-13","FM5","FH5","cu","","FH3","FM6","FH2","FM5","","","","","","6",""
"FALSE","","","","","","","","2012","Aston Martin","Vanquish (Ltd. Ed.)","DLC promo","","Modern GT","Upgraded","","","","","12","F","RWD","Europe","U.K.","","","2","L","4","","22-Nov-13","FM5","","","","","","","DLC","","","","","","1",""
"FALSE","","","","","","","","2013","Audi","S4","","","Modern Sports Cars","Factory","A","738","PDS","V","6","F","AWD","Europe","Germany","","","4","L","4","","22-Nov-13","FM5","","","","","","FH2","FM5","","","","","","2",""
"FALSE","","#1 Audi R18 '12","","","","","","2012","Audi","#1 Audi Sport Team Joest R18 e-tron quattro","","","Forza P1","Race","P","992","T","V","6","M","AWD","Europe","Germany","","","2","C","4","","22-Nov-13","FM5","","","FM7","","FM6","","FM5","","","","","","3",""
"FALSE","","","","","","","","2011","Audi","RS 3 Sportback (Ltd. Ed.)","DLC promo","","Modern Sport Compact","Upgraded","","","","","5","F","AWD","Europe","Germany","","","5","L","4","","22-Nov-13","FM5","","","","","","","DLC","","","","","","1",""
